,precipitacao,temperatura,ano
1992-02-15,14.67,26.17,1992
1992-02-16,7.96,26.42,1992
1992-02-17,9.32,25.92,1992
1992-02-18,5.14,25.62,1992
1992-02-19,7.41,25.45,1992
1992-02-20,19.55,25.48,1992
1992-02-21,7.68,25.82,1992
1992-02-22,4.27,26.41,1992
1992-02-23,0.57,26.59,1992
1992-02-24,1.39,26.6,1992
1992-02-25,1.59,27.08,1992
1992-02-26,4.61,26.57,1992
1992-02-27,0.18,27.14,1992
1992-02-28,0.78,27.02,1992
1992-02-29,0.01,26.74,1992
1992-03-01,0.51,27.19,1992
1992-03-02,1.19,27.96,1992
1992-03-03,1.47,27.21,1992
1992-03-04,1.83,27.42,1992
1992-03-05,0.31,28.08,1992
1992-03-06,0.6,28.04,1992
1992-03-07,1.19,28.68,1992
1992-03-08,3.0,28.16,1992
1992-03-09,1.9,27.81,1992
1992-03-10,1.03,28.46,1992
1992-03-11,0.82,27.94,1992
1992-03-12,2.36,27.68,1992
1992-03-13,0.95,28.07,1992
1992-03-14,1.8,27.61,1992
1992-03-15,9.49,27.62,1992
1992-03-16,12.61,26.35,1992
1992-03-17,2.52,27.3,1992
1992-03-18,0.2,27.13,1992
1992-03-19,0.47,27.61,1992
1992-03-20,0.1,27.84,1992
1992-03-21,1.25,26.92,1992
1992-03-22,0.85,26.66,1992
1992-03-23,12.28,26.0,1992
1992-03-24,9.11,26.32,1992
1992-03-25,7.21,26.34,1992
1992-03-26,1.28,26.78,1992
1992-03-27,7.16,26.34,1992
1992-03-28,16.45,25.8,1992
1992-03-29,4.05,26.54,1992
1992-03-30,5.08,26.42,1992
1992-03-31,8.19,26.3,1992
1992-04-01,4.93,25.64,1992
1992-04-02,9.87,25.64,1992
1992-04-03,15.13,26.22,1992
1992-04-04,13.97,25.53,1992
1992-04-05,9.49,26.22,1992
1992-04-06,8.43,26.56,1992
1992-04-07,0.22,26.4,1992
1992-04-08,0.56,26.09,1992
1992-04-09,1.12,26.38,1992
1992-04-10,1.51,26.38,1992
1992-04-11,0.55,26.42,1992
1992-04-12,0.73,26.12,1992
1992-04-13,1.72,25.74,1992
1992-04-14,6.76,26.86,1992
1992-04-15,9.88,26.68,1992
1992-04-16,2.77,26.76,1992
1992-04-17,0.01,26.03,1992
1992-04-18,0.21,27.05,1992
1992-04-19,0.37,27.32,1992
1992-04-20,0.11,27.13,1992
1992-04-21,0.68,27.38,1992
1992-04-22,0.05,27.92,1992
1992-04-23,0.07,27.37,1992
1992-04-24,0.04,27.2,1992
1992-04-25,0.02,27.5,1992
1992-04-26,0.04,27.64,1992
1992-04-27,0.0,28.22,1992
1992-04-28,0.0,28.67,1992
1992-04-29,0.29,28.68,1992
1992-04-30,0.19,28.86,1992
1992-05-01,0.04,28.56,1992
1992-05-02,0.15,28.32,1992
1992-05-03,0.23,28.98,1992
1992-05-04,1.16,28.13,1992
1992-05-05,0.5,27.95,1992
1992-05-06,0.4,27.96,1992
1992-05-07,0.53,27.79,1992
1992-05-08,2.43,28.11,1992
1992-05-09,0.16,28.31,1992
1992-05-10,0.01,28.32,1992
1992-05-11,0.02,27.56,1992
1992-05-12,0.18,27.58,1992
1992-05-13,0.25,28.06,1992
1992-05-14,0.05,28.26,1992
1992-05-15,0.02,28.4,1992
1992-05-16,0.08,28.22,1992
1992-05-17,0.38,27.48,1992
1992-05-18,0.03,27.88,1992
1992-05-19,0.81,27.86,1992
1992-05-20,0.11,27.93,1992
1992-05-21,0.01,27.33,1992
1992-05-22,0.42,26.9,1992
1992-05-23,0.06,27.47,1992
1992-05-24,0.0,27.6,1992
1992-05-25,0.01,28.17,1992
1992-05-26,0.04,28.19,1992
1992-05-27,0.0,27.74,1992
1992-05-28,0.01,27.91,1992
1992-05-29,0.3,27.58,1992
1992-05-30,0.19,28.2,1992
1992-05-31,1.84,27.58,1992
1992-06-01,4.56,27.2,1992
1992-06-02,0.21,27.48,1992
1992-06-03,0.05,27.5,1992
1992-06-04,1.4,27.35,1992
1992-06-05,0.04,27.66,1992
1992-06-06,0.01,27.55,1992
1992-06-07,1.5,27.09,1992
1992-06-08,1.58,26.54,1992
1992-06-09,1.88,26.6,1992
1992-06-10,2.09,26.59,1992
1992-06-11,0.15,26.82,1992
1992-06-12,0.09,26.33,1992
1992-06-13,0.01,26.17,1992
1992-06-14,0.02,25.56,1992
1992-06-15,0.03,25.82,1992
1992-06-16,0.18,26.04,1992
1992-06-17,0.31,26.09,1992
1992-06-18,0.26,25.68,1992
1992-06-19,0.11,25.72,1992
1992-06-20,0.05,26.06,1992
1992-06-21,1.06,26.17,1992
1992-06-22,0.38,26.31,1992
1992-06-23,0.25,26.51,1992
1992-06-24,0.35,26.75,1992
1992-06-25,2.45,26.64,1992
1992-06-26,0.96,26.32,1992
1992-06-27,3.9,25.83,1992
1992-06-28,0.05,26.2,1992
1992-06-29,0.14,26.12,1992
1992-06-30,0.05,26.55,1992
1992-07-01,0.0,26.11,1992
1992-07-02,0.01,25.76,1992
1992-07-03,0.03,26.27,1992
1992-07-04,0.13,26.44,1992
1992-07-05,0.53,25.81,1992
1992-07-06,0.99,25.52,1992
1992-07-07,0.09,26.06,1992
1992-07-08,0.12,25.94,1992
1992-07-09,0.4,26.39,1992
1992-07-10,0.63,26.51,1992
1992-07-11,0.01,25.9,1992
1992-07-12,1.49,25.51,1992
1992-07-13,0.1,26.08,1992
1992-07-14,0.05,26.2,1992
1992-07-15,0.11,26.5,1992
1992-07-16,0.1,26.82,1992
1992-07-17,0.05,26.67,1992
1992-07-18,0.01,26.44,1992
1992-07-19,0.0,26.7,1992
1992-07-20,0.0,26.24,1992
1992-07-21,0.0,25.9,1992
1992-07-22,0.0,26.64,1992
1992-07-23,0.0,27.12,1992
1992-07-24,0.01,26.71,1992
1992-07-25,0.07,26.66,1992
1992-07-26,0.02,26.7,1992
1992-07-27,0.02,27.25,1992
1992-07-28,0.12,26.51,1992
1992-07-29,0.1,26.82,1992
1992-07-30,0.04,26.79,1992
1992-07-31,0.05,26.63,1992
1992-08-01,0.01,26.68,1992
1992-08-02,0.0,26.87,1992
1992-08-03,0.0,27.49,1992
1992-08-04,0.04,27.02,1992
1992-08-05,0.03,27.32,1992
1992-08-06,0.25,26.71,1992
1992-08-07,0.08,27.03,1992
1992-08-08,0.18,26.94,1992
1992-08-09,0.4,26.97,1992
1992-08-10,1.85,26.67,1992
1992-08-11,1.4,26.37,1992
1992-08-12,0.08,26.47,1992
1992-08-13,0.15,26.53,1992
1992-08-14,0.04,26.37,1992
1992-08-15,0.01,26.89,1992
1992-08-16,0.09,26.7,1992
1992-08-17,0.17,26.62,1992
1992-08-18,0.1,26.46,1992
1992-08-19,0.14,26.66,1992
1992-08-20,0.0,26.69,1992
1992-08-21,0.02,27.07,1992
1992-08-22,0.0,26.68,1992
1992-08-23,0.0,26.71,1992
1992-08-24,0.0,27.36,1992
1992-08-25,0.0,27.5,1992
1992-08-26,0.11,27.78,1992
1992-08-27,0.1,27.75,1992
1992-08-28,0.12,26.67,1992
1992-08-29,0.16,27.5,1992
1992-08-30,0.1,27.57,1992
1992-08-31,0.35,26.74,1992
1992-09-01,0.59,26.4,1992
1992-09-02,0.11,26.7,1992
1992-09-03,0.02,27.25,1992
1992-09-04,0.0,26.69,1992
1992-09-05,0.0,27.29,1992
1992-09-06,0.01,27.76,1992
1992-09-07,0.02,27.71,1992
1992-09-08,0.01,27.78,1992
1992-09-09,0.0,27.71,1992
1992-09-10,0.0,27.59,1992
1992-09-11,0.0,27.19,1992
1992-09-12,0.0,27.37,1992
1992-09-13,0.0,27.76,1992
1992-09-14,0.0,27.81,1992
1992-09-15,0.09,27.2,1992
1992-09-16,0.02,27.05,1992
1992-09-17,0.1,27.5,1992
1992-09-18,0.09,28.22,1992
1992-09-19,0.01,27.9,1992
1992-09-20,0.03,27.96,1992
1992-09-21,0.0,27.86,1992
1992-09-22,0.0,27.66,1992
1992-09-23,0.0,27.57,1992
1992-09-24,0.01,27.74,1992
1992-09-25,0.01,27.89,1992
1992-09-26,0.01,27.97,1992
1992-09-27,0.0,27.97,1992
1992-09-28,0.0,27.89,1992
1992-09-29,0.0,27.92,1992
1992-09-30,0.03,28.4,1992
1992-10-01,0.0,28.15,1992
1992-10-02,0.0,27.73,1992
1992-10-03,0.0,27.21,1992
1992-10-04,0.0,27.62,1992
1992-10-05,0.0,27.9,1992
1992-10-06,0.0,28.14,1992
1992-10-07,0.0,28.14,1992
1992-10-08,0.0,27.93,1992
1992-10-09,0.0,28.03,1992
1992-10-10,0.0,28.29,1992
1992-10-11,0.0,28.53,1992
1992-10-12,0.0,28.19,1992
1992-10-13,0.0,28.16,1992
1992-10-14,0.0,28.17,1992
1992-10-15,0.0,27.91,1992
1992-10-16,0.03,27.7,1992
1992-10-17,0.0,27.93,1992
1992-10-18,0.0,28.47,1992
1992-10-19,0.0,28.72,1992
1992-10-20,0.0,28.78,1992
1992-10-21,0.0,28.59,1992
1992-10-22,0.0,28.48,1992
1992-10-23,0.0,28.59,1992
1992-10-24,0.0,28.49,1992
1992-10-25,0.01,28.38,1992
1992-10-26,0.04,28.49,1992
1992-10-27,0.06,28.3,1992
1992-10-28,0.16,28.4,1992
1992-10-29,0.04,28.61,1992
1992-10-30,0.0,27.94,1992
1992-10-31,0.05,28.29,1992
1992-11-01,0.17,28.09,1992
1992-11-02,0.0,28.32,1992
1992-11-03,0.01,28.29,1992
1992-11-04,0.01,28.61,1992
1992-11-05,0.0,28.95,1992
1992-11-06,0.0,28.75,1992
1992-11-07,0.0,28.25,1992
1992-11-08,0.23,28.91,1992
1992-11-09,0.0,29.38,1992
1992-11-10,0.0,29.6,1992
1992-11-11,0.02,28.64,1992
1992-11-12,0.18,28.11,1992
1992-11-13,0.0,28.23,1992
1992-11-14,0.04,28.68,1992
1992-11-15,0.02,28.67,1992
1992-11-16,0.07,28.66,1992
1992-11-17,0.0,28.5,1992
1992-11-18,0.02,29.19,1992
1992-11-19,0.12,28.77,1992
1992-11-20,0.22,28.85,1992
1992-11-21,0.12,29.15,1992
1992-11-22,0.13,28.3,1992
1992-11-23,0.23,28.61,1992
1992-11-24,0.05,28.75,1992
1992-11-25,0.02,29.08,1992
1992-11-26,0.01,29.07,1992
1992-11-27,0.0,28.5,1992
1992-11-28,0.0,28.99,1992
1992-11-29,0.07,28.2,1992
1992-11-30,0.06,28.39,1992
1992-12-01,0.0,27.79,1992
1992-12-02,0.0,28.73,1992
1992-12-03,0.0,28.94,1992
1992-12-04,0.0,28.46,1992
1992-12-05,0.0,28.95,1992
1992-12-06,0.0,29.42,1992
1992-12-07,0.0,28.55,1992
1992-12-08,0.05,28.6,1992
1992-12-09,0.59,28.8,1992
1992-12-10,0.24,29.09,1992
1992-12-11,0.01,28.54,1992
1992-12-12,0.0,28.84,1992
1992-12-13,0.0,29.56,1992
1992-12-14,0.02,29.58,1992
1992-12-15,0.02,29.21,1992
1992-12-16,0.0,29.24,1992
1992-12-17,0.0,29.26,1992
1992-12-18,0.0,29.09,1992
1992-12-19,0.0,28.73,1992
1992-12-20,0.0,28.93,1992
1992-12-21,0.0,29.14,1992
1992-12-22,0.0,29.08,1992
1992-12-23,0.0,29.1,1992
1992-12-24,0.0,29.21,1992
1992-12-25,0.0,28.59,1992
1992-12-26,0.0,28.48,1992
1992-12-27,0.0,28.44,1992
1992-12-28,0.0,29.25,1992
1992-12-29,0.03,29.7,1992
1992-12-30,0.06,28.79,1992
1992-12-31,0.02,29.25,1992
1994-01-01,0.17,30.77,1994
1994-01-02,0.13,29.62,1994
1994-01-03,1.0,29.49,1994
1994-01-04,6.02,28.82,1994
1994-01-05,14.25,27.98,1994
1994-01-06,0.68,28.47,1994
1994-01-07,0.14,28.74,1994
1994-01-08,1.2,28.95,1994
1994-01-09,5.86,27.8,1994
1994-01-10,0.93,28.54,1994
1994-01-11,0.02,29.19,1994
1994-01-12,1.61,28.93,1994
1994-01-13,0.13,28.73,1994
1994-01-14,3.83,27.9,1994
1994-01-15,3.14,28.16,1994
1994-01-16,1.2,28.33,1994
1994-01-17,2.92,28.34,1994
1994-01-18,4.2,28.12,1994
1994-01-19,2.65,28.45,1994
1994-01-20,4.26,28.74,1994
1994-01-21,9.8,26.27,1994
1994-01-22,4.81,27.25,1994
1994-01-23,0.64,28.0,1994
1994-01-24,0.13,28.26,1994
1994-01-25,0.07,28.33,1994
1994-01-26,0.29,28.55,1994
1994-01-27,0.19,29.02,1994
1994-01-28,2.42,28.96,1994
1994-01-29,1.17,28.78,1994
1994-01-30,0.08,29.22,1994
1994-01-31,0.03,29.58,1994
1994-02-01,0.0,29.93,1994
1994-02-02,0.05,29.93,1994
1994-02-03,0.02,29.33,1994
1994-02-04,1.17,29.32,1994
1994-02-05,7.27,28.37,1994
1994-02-06,7.12,27.28,1994
1994-02-07,0.5,28.28,1994
1994-02-08,6.08,28.41,1994
1994-02-09,3.45,28.3,1994
1994-02-10,5.56,27.97,1994
1994-02-11,2.9,26.32,1994
1994-02-12,16.48,25.7,1994
1994-02-13,17.03,24.97,1994
1994-02-14,11.41,26.25,1994
1994-02-15,0.59,27.13,1994
1994-02-16,4.33,27.36,1994
1994-02-17,3.05,27.55,1994
1994-02-18,1.3,27.42,1994
1994-02-19,0.36,27.61,1994
1994-02-20,2.24,27.48,1994
1994-02-21,1.31,27.62,1994
1994-02-22,0.76,28.33,1994
1994-02-23,0.04,27.63,1994
1994-02-24,0.21,27.43,1994
1994-02-25,2.67,28.5,1994
1994-02-26,1.48,28.36,1994
1994-02-27,2.97,28.42,1994
1994-02-28,15.28,26.9,1994
1994-03-01,4.11,27.4,1994
1994-03-02,3.78,26.32,1994
1994-03-03,3.0,27.57,1994
1994-03-04,2.61,27.86,1994
1994-03-05,1.04,28.12,1994
1994-03-06,3.12,27.95,1994
1994-03-07,10.39,27.07,1994
1994-03-08,11.5,26.88,1994
1994-03-09,11.83,26.04,1994
1994-03-10,3.01,26.98,1994
1994-03-11,3.51,27.18,1994
1994-03-12,2.89,27.56,1994
1994-03-13,6.2,27.45,1994
1994-03-14,9.2,26.6,1994
1994-03-15,10.58,26.72,1994
1994-03-16,4.85,27.16,1994
1994-03-17,0.6,27.34,1994
1994-03-18,7.93,26.71,1994
1994-03-19,5.36,26.74,1994
1994-03-20,4.97,27.25,1994
1994-03-21,16.66,27.02,1994
1994-03-22,19.63,26.76,1994
1994-03-23,7.79,26.48,1994
1994-03-24,9.6,25.87,1994
1994-03-25,14.52,26.45,1994
1994-03-26,11.76,26.25,1994
1994-03-27,3.3,26.08,1994
1994-03-28,5.82,26.24,1994
1994-03-29,16.78,25.9,1994
1994-03-30,12.24,25.85,1994
1994-03-31,2.63,26.06,1994
1994-04-01,4.0,25.9,1994
1994-04-02,14.64,25.3,1994
1994-04-03,17.78,26.02,1994
1994-04-04,4.61,26.41,1994
1994-04-05,7.62,26.56,1994
1994-04-06,11.32,26.62,1994
1994-04-07,5.42,25.94,1994
1994-04-08,0.53,26.49,1994
1994-04-09,1.17,26.59,1994
1994-04-10,4.11,26.47,1994
1994-04-11,3.77,26.18,1994
1994-04-12,1.62,26.18,1994
1994-04-13,3.13,26.18,1994
1994-04-14,2.17,26.28,1994
1994-04-15,3.89,25.76,1994
1994-04-16,4.27,26.04,1994
1994-04-17,7.49,25.88,1994
1994-04-18,8.77,25.29,1994
1994-04-19,3.09,26.15,1994
1994-04-20,6.24,26.2,1994
1994-04-21,0.27,26.56,1994
1994-04-22,1.05,26.61,1994
1994-04-23,0.08,26.39,1994
1994-04-24,4.8,25.41,1994
1994-04-25,3.57,26.2,1994
1994-04-26,21.83,26.17,1994
1994-04-27,15.05,25.91,1994
1994-04-28,8.21,25.19,1994
1994-04-29,3.94,25.81,1994
1994-04-30,1.11,25.67,1994
1994-05-01,3.79,26.14,1994
1994-05-02,6.88,25.76,1994
1994-05-03,5.66,26.13,1994
1994-05-04,1.35,25.75,1994
1994-05-05,0.68,26.31,1994
1994-05-06,1.17,26.35,1994
1994-05-07,2.99,26.57,1994
1994-05-08,1.55,26.45,1994
1994-05-09,2.31,26.51,1994
1994-05-10,1.53,26.18,1994
1994-05-11,8.83,25.98,1994
1994-05-12,6.66,25.21,1994
1994-05-13,3.77,25.71,1994
1994-05-14,1.02,26.25,1994
1994-05-15,2.06,26.09,1994
1994-05-16,6.63,25.98,1994
1994-05-17,1.17,26.29,1994
1994-05-18,4.22,26.14,1994
1994-05-19,2.24,26.05,1994
1994-05-20,3.83,25.87,1994
1994-05-21,2.7,25.97,1994
1994-05-22,3.03,26.47,1994
1994-05-23,0.39,26.39,1994
1994-05-24,0.26,26.31,1994
1994-05-25,1.39,27.03,1994
1994-05-26,6.69,26.28,1994
1994-05-27,10.17,25.83,1994
1994-05-28,10.96,25.62,1994
1994-05-29,2.49,26.43,1994
1994-05-30,0.16,26.59,1994
1994-05-31,0.69,25.7,1994
1994-06-01,3.5,25.71,1994
1994-06-02,2.84,26.2,1994
1994-06-03,3.99,26.29,1994
1994-06-04,9.66,25.51,1994
1994-06-05,3.54,25.86,1994
1994-06-06,3.45,25.93,1994
1994-06-07,1.15,25.48,1994
1994-06-08,0.99,25.45,1994
1994-06-09,1.34,25.9,1994
1994-06-10,1.65,25.95,1994
1994-06-11,2.72,25.15,1994
1994-06-12,8.64,24.84,1994
1994-06-13,9.47,24.45,1994
1994-06-14,2.08,25.18,1994
1994-06-15,2.41,25.43,1994
1994-06-16,5.82,25.14,1994
1994-06-17,11.01,25.62,1994
1994-06-18,0.64,25.33,1994
1994-06-19,3.32,24.95,1994
1994-06-20,3.65,25.41,1994
1994-06-21,6.9,25.43,1994
1994-06-22,5.06,24.98,1994
1994-06-23,11.25,25.37,1994
1994-06-24,3.8,24.97,1994
1994-06-25,5.69,25.18,1994
1994-06-26,8.57,25.34,1994
1994-06-27,6.02,25.23,1994
1994-06-28,10.57,25.21,1994
1994-06-29,6.05,25.0,1994
1994-06-30,2.01,23.94,1994
1994-07-01,0.13,24.23,1994
1994-07-02,0.56,23.97,1994
1994-07-03,0.63,24.69,1994
1994-07-04,2.18,24.95,1994
1994-07-05,0.2,24.78,1994
1994-07-06,0.64,24.98,1994
1994-07-07,1.96,25.3,1994
1994-07-08,3.97,25.61,1994
1994-07-09,1.02,25.45,1994
1994-07-10,0.15,25.36,1994
1994-07-11,0.06,25.05,1994
1994-07-12,0.06,24.92,1994
1994-07-13,0.02,25.39,1994
1994-07-14,0.33,25.09,1994
1994-07-15,7.78,24.6,1994
1994-07-16,10.46,24.96,1994
1994-07-17,0.32,24.99,1994
1994-07-18,0.33,24.57,1994
1994-07-19,0.51,25.19,1994
1994-07-20,0.22,25.18,1994
1994-07-21,0.3,25.06,1994
1994-07-22,0.08,25.22,1994
1994-07-23,0.26,25.33,1994
1994-07-24,0.15,25.3,1994
1994-07-25,0.25,25.38,1994
1994-07-26,0.04,25.22,1994
1994-07-27,0.08,25.21,1994
1994-07-28,0.07,25.28,1994
1994-07-29,0.02,24.6,1994
1994-07-30,0.01,24.95,1994
1994-07-31,0.0,25.42,1994
1994-08-01,0.01,25.33,1994
1994-08-02,0.01,25.51,1994
1994-08-03,0.01,25.63,1994
1994-08-04,0.01,25.91,1994
1994-08-05,0.0,26.54,1994
1994-08-06,0.02,25.92,1994
1994-08-07,0.01,26.38,1994
1994-08-08,0.0,26.18,1994
1994-08-09,0.02,26.58,1994
1994-08-10,0.01,26.8,1994
1994-08-11,0.04,26.83,1994
1994-08-12,0.01,26.67,1994
1994-08-13,0.01,26.42,1994
1994-08-14,0.04,26.32,1994
1994-08-15,0.02,26.8,1994
1994-08-16,0.55,26.6,1994
1994-08-17,1.56,26.36,1994
1994-08-18,3.12,26.32,1994
1994-08-19,0.07,26.25,1994
1994-08-20,0.05,26.65,1994
1994-08-21,0.07,26.34,1994
1994-08-22,0.06,26.05,1994
1994-08-23,0.01,26.9,1994
1994-08-24,0.01,27.17,1994
1994-08-25,0.01,27.33,1994
1994-08-26,0.04,26.58,1994
1994-08-27,0.15,26.7,1994
1994-08-28,0.04,27.58,1994
1994-08-29,0.0,27.42,1994
1994-08-30,0.0,26.89,1994
1994-08-31,0.0,26.61,1994
1994-09-01,0.0,26.86,1994
1994-09-02,0.0,27.09,1994
1994-09-03,0.0,27.43,1994
1994-09-04,0.01,27.55,1994
1994-09-05,0.0,27.65,1994
1994-09-06,0.0,27.42,1994
1994-09-07,0.0,27.54,1994
1994-09-08,0.01,27.51,1994
1994-09-09,0.56,27.57,1994
1994-09-10,0.01,27.82,1994
1994-09-11,0.22,27.18,1994
1994-09-12,0.31,26.88,1994
1994-09-13,0.32,27.03,1994
1994-09-14,0.36,26.83,1994
1994-09-15,0.08,27.13,1994
1994-09-16,0.04,27.13,1994
1994-09-17,0.04,27.45,1994
1994-09-18,0.0,27.82,1994
1994-09-19,0.0,27.95,1994
1994-09-20,0.0,27.54,1994
1994-09-21,0.0,27.37,1994
1994-09-22,0.05,27.48,1994
1994-09-23,0.03,27.19,1994
1994-09-24,0.09,27.5,1994
1994-09-25,0.09,27.58,1994
1994-09-26,0.03,27.99,1994
1994-09-27,0.0,28.48,1994
1994-09-28,0.0,28.25,1994
1994-09-29,0.0,28.22,1994
1994-09-30,0.01,28.17,1994
1994-10-01,0.0,28.38,1994
1994-10-02,0.0,28.6,1994
1994-10-03,0.0,28.42,1994
1994-10-04,0.0,28.44,1994
1994-10-05,0.26,28.53,1994
1994-10-06,0.31,28.05,1994
1994-10-07,0.0,28.46,1994
1994-10-08,0.02,28.05,1994
1994-10-09,0.02,27.92,1994
1994-10-10,0.0,28.07,1994
1994-10-11,0.17,27.95,1994
1994-10-12,0.01,28.62,1994
1994-10-13,0.0,29.3,1994
1994-10-14,0.0,29.34,1994
1994-10-15,0.0,28.87,1994
1994-10-16,0.0,28.46,1994
1994-10-17,0.21,28.23,1994
1994-10-18,0.03,28.14,1994
1994-10-19,0.04,28.2,1994
1994-10-20,0.22,27.83,1994
1994-10-21,0.01,27.81,1994
1994-10-22,0.24,28.34,1994
1994-10-23,0.08,28.35,1994
1994-10-24,0.0,28.18,1994
1994-10-25,0.0,28.39,1994
1994-10-26,0.0,28.79,1994
1994-10-27,0.0,28.87,1994
1994-10-28,0.0,28.74,1994
1994-10-29,0.0,29.17,1994
1994-10-30,0.0,28.69,1994
1994-10-31,0.01,28.75,1994
1994-11-01,0.0,28.8,1994
1994-11-02,0.0,28.78,1994
1994-11-03,0.0,28.91,1994
1994-11-04,0.0,28.45,1994
1994-11-05,0.0,28.12,1994
1994-11-06,0.0,28.4,1994
1994-11-07,0.0,29.0,1994
1994-11-08,0.0,29.08,1994
1994-11-09,0.0,29.08,1994
1994-11-10,0.0,29.11,1994
1994-11-11,0.0,29.35,1994
1994-11-12,0.02,28.93,1994
1994-11-13,0.06,28.65,1994
1994-11-14,0.03,28.91,1994
1994-11-15,0.01,28.82,1994
1994-11-16,0.02,28.67,1994
1994-11-17,0.0,28.91,1994
1994-11-18,0.0,29.26,1994
1994-11-19,0.0,29.32,1994
1994-11-20,0.01,29.39,1994
1994-11-21,0.01,29.18,1994
1994-11-22,0.06,29.32,1994
1994-11-23,0.01,29.47,1994
1994-11-24,0.01,29.22,1994
1994-11-25,0.0,28.98,1994
1994-11-26,0.0,29.67,1994
1994-11-27,0.03,29.03,1994
1994-11-28,0.0,28.93,1994
1994-11-29,0.0,28.14,1994
1994-11-30,0.0,28.44,1994
1994-12-01,0.0,28.74,1994
1994-12-02,0.0,28.33,1994
1994-12-03,0.08,28.2,1994
1994-12-04,0.0,28.66,1994
1994-12-05,0.01,28.62,1994
1994-12-06,0.01,28.83,1994
1994-12-07,0.0,28.48,1994
1994-12-08,0.0,28.37,1994
1994-12-09,0.0,28.49,1994
1994-12-10,0.0,28.77,1994
1994-12-11,0.0,28.94,1994
1994-12-12,0.0,28.73,1994
1994-12-13,0.02,28.9,1994
1994-12-14,0.85,28.94,1994
1994-12-15,0.01,29.28,1994
1994-12-16,0.0,29.43,1994
1994-12-17,0.0,29.55,1994
1994-12-18,0.0,29.39,1994
1994-12-19,0.0,29.66,1994
1994-12-20,0.01,29.39,1994
1994-12-21,0.03,28.42,1994
1994-12-22,0.07,29.74,1994
1994-12-23,0.63,29.39,1994
1994-12-24,0.41,29.37,1994
1994-12-25,1.11,29.44,1994
1994-12-26,0.3,28.78,1994
1994-12-27,1.88,28.64,1994
1994-12-28,7.57,27.1,1994
1994-12-29,18.6,27.13,1994
1994-12-30,5.61,26.75,1994
1994-12-31,2.04,27.74,1994
1996-01-01,0.45,29.66,1996
1996-01-02,0.18,30.01,1996
1996-01-03,0.57,30.49,1996
1996-01-04,1.19,29.88,1996
1996-01-05,6.79,29.03,1996
1996-01-06,1.63,28.71,1996
1996-01-07,0.36,29.11,1996
1996-01-08,0.22,29.45,1996
1996-01-09,0.02,29.51,1996
1996-01-10,0.19,29.47,1996
1996-01-11,0.12,29.78,1996
1996-01-12,0.19,30.11,1996
1996-01-13,1.08,29.81,1996
1996-01-14,5.39,27.69,1996
1996-01-15,20.04,26.12,1996
1996-01-16,2.04,26.81,1996
1996-01-17,3.62,26.2,1996
1996-01-18,0.6,27.79,1996
1996-01-19,0.19,28.43,1996
1996-01-20,0.34,28.57,1996
1996-01-21,5.9,27.86,1996
1996-01-22,9.02,26.93,1996
1996-01-23,0.22,28.3,1996
1996-01-24,0.47,28.5,1996
1996-01-25,0.03,29.05,1996
1996-01-26,0.0,29.36,1996
1996-01-27,0.01,29.41,1996
1996-01-28,0.0,29.47,1996
1996-01-29,0.55,29.18,1996
1996-01-30,0.99,29.41,1996
1996-01-31,0.24,29.85,1996
1996-02-01,0.74,29.56,1996
1996-02-02,0.45,29.63,1996
1996-02-03,0.08,29.41,1996
1996-02-04,0.64,29.48,1996
1996-02-05,0.88,28.81,1996
1996-02-06,0.23,29.56,1996
1996-02-07,0.31,29.92,1996
1996-02-08,0.05,30.15,1996
1996-02-09,0.0,30.56,1996
1996-02-10,0.04,30.35,1996
1996-02-11,1.81,30.1,1996
1996-02-12,3.47,29.45,1996
1996-02-13,0.1,29.39,1996
1996-02-14,0.89,29.67,1996
1996-02-15,7.19,28.66,1996
1996-02-16,2.24,28.41,1996
1996-02-17,0.56,29.17,1996
1996-02-18,1.86,28.53,1996
1996-02-19,3.46,27.09,1996
1996-02-20,0.13,28.78,1996
1996-02-21,0.08,29.22,1996
1996-02-22,0.91,29.04,1996
1996-02-23,10.6,27.2,1996
1996-02-24,7.65,28.18,1996
1996-02-25,15.66,27.28,1996
1996-02-26,0.83,27.7,1996
1996-02-27,2.51,28.65,1996
1996-02-28,3.28,28.11,1996
1996-02-29,2.83,27.8,1996
1996-03-01,4.52,27.22,1996
1996-03-02,2.27,26.78,1996
1996-03-03,9.11,26.95,1996
1996-03-04,12.72,26.36,1996
1996-03-05,10.5,26.21,1996
1996-03-06,2.79,26.6,1996
1996-03-07,5.28,27.42,1996
1996-03-08,3.23,27.45,1996
1996-03-09,0.48,27.87,1996
1996-03-10,12.01,26.23,1996
1996-03-11,16.16,25.65,1996
1996-03-12,23.25,25.41,1996
1996-03-13,3.97,26.86,1996
1996-03-14,7.4,26.93,1996
1996-03-15,4.17,27.18,1996
1996-03-16,4.24,26.5,1996
1996-03-17,5.68,26.68,1996
1996-03-18,5.87,26.37,1996
1996-03-19,13.88,25.66,1996
1996-03-20,4.1,25.61,1996
1996-03-21,3.81,26.3,1996
1996-03-22,2.5,26.95,1996
1996-03-23,5.96,26.96,1996
1996-03-24,9.38,26.64,1996
1996-03-25,1.61,27.25,1996
1996-03-26,28.06,26.51,1996
1996-03-27,9.77,26.73,1996
1996-03-28,1.25,25.71,1996
1996-03-29,2.68,26.87,1996
1996-03-30,1.42,26.98,1996
