,precipitacao,temperatura,ano
1998-05-16,0.08,29.29,1998
1998-05-17,0.1,29.18,1998
1998-05-18,0.71,29.38,1998
1998-05-19,0.23,29.46,1998
1998-05-20,0.07,29.49,1998
1998-05-21,0.0,29.9,1998
1998-05-22,0.35,29.05,1998
1998-05-23,0.56,29.54,1998
1998-05-24,0.28,29.34,1998
1998-05-25,0.51,29.28,1998
1998-05-26,0.01,29.05,1998
1998-05-27,0.01,28.82,1998
1998-05-28,0.0,29.56,1998
1998-05-29,0.04,29.47,1998
1998-05-30,0.03,30.21,1998
1998-05-31,0.0,29.96,1998
1998-06-01,0.0,29.29,1998
1998-06-02,0.0,28.38,1998
1998-06-03,0.0,28.44,1998
1998-06-04,0.02,28.23,1998
1998-06-05,0.01,28.57,1998
1998-06-06,0.0,28.77,1998
1998-06-07,0.0,28.71,1998
1998-06-08,0.16,28.85,1998
1998-06-09,0.27,28.57,1998
1998-06-10,1.4,27.55,1998
1998-06-11,0.2,28.95,1998
1998-06-12,0.43,29.0,1998
1998-06-13,0.31,28.28,1998
1998-06-14,0.23,28.0,1998
1998-06-15,1.57,28.21,1998
1998-06-16,1.64,26.35,1998
1998-06-17,0.19,27.78,1998
1998-06-18,0.27,27.78,1998
1998-06-19,0.44,27.25,1998
1998-06-20,0.02,27.7,1998
1998-06-21,0.02,27.81,1998
1998-06-22,0.0,27.47,1998
1998-06-23,0.01,27.06,1998
1998-06-24,0.0,27.19,1998
1998-06-25,0.41,27.76,1998
1998-06-26,1.61,27.88,1998
1998-06-27,0.0,27.81,1998
1998-06-28,0.0,27.36,1998
1998-06-29,0.09,27.5,1998
1998-06-30,0.01,28.12,1998
1998-07-01,0.0,27.82,1998
1998-07-02,0.01,27.8,1998
1998-07-03,0.01,27.29,1998
1998-07-04,0.03,27.17,1998
1998-07-05,0.18,27.58,1998
1998-07-06,0.05,28.12,1998
1998-07-07,0.06,28.43,1998
1998-07-08,0.54,28.23,1998
1998-07-09,16.56,26.32,1998
1998-07-10,5.68,26.16,1998
1998-07-11,0.48,26.68,1998
1998-07-12,0.02,26.92,1998
1998-07-13,0.0,26.89,1998
1998-07-14,0.4,26.4,1998
1998-07-15,0.02,26.83,1998
1998-07-16,0.28,26.73,1998
1998-07-17,0.02,26.64,1998
1998-07-18,0.07,26.64,1998
1998-07-19,5.97,25.56,1998
1998-07-20,0.08,25.95,1998
1998-07-21,0.0,25.97,1998
1998-07-22,0.0,26.13,1998
1998-07-23,0.03,26.32,1998
1998-07-24,0.0,26.63,1998
1998-07-25,0.01,27.0,1998
1998-07-26,0.02,27.68,1998
1998-07-27,0.38,27.26,1998
1998-07-28,0.62,27.21,1998
1998-07-29,4.63,26.42,1998
1998-07-30,1.31,26.59,1998
1998-07-31,0.0,26.63,1998
1998-08-01,0.03,26.6,1998
1998-08-02,0.26,26.51,1998
1998-08-03,0.04,26.78,1998
1998-08-04,0.05,26.36,1998
1998-08-05,0.06,25.89,1998
1998-08-06,0.49,26.38,1998
1998-08-07,0.25,26.89,1998
1998-08-08,0.1,26.87,1998
1998-08-09,1.5,27.33,1998
1998-08-10,0.23,27.24,1998
1998-08-11,0.03,27.39,1998
1998-08-12,0.07,27.02,1998
1998-08-13,0.58,27.0,1998
1998-08-14,0.95,27.18,1998
1998-08-15,2.86,25.92,1998
1998-08-16,0.01,26.46,1998
1998-08-17,0.14,27.04,1998
1998-08-18,0.12,27.26,1998
1998-08-19,0.0,27.62,1998
1998-08-20,0.0,27.37,1998
1998-08-21,0.01,27.16,1998
1998-08-22,0.01,26.63,1998
1998-08-23,0.11,26.41,1998
1998-08-24,1.49,26.57,1998
1998-08-25,1.4,26.84,1998
1998-08-26,0.01,27.32,1998
1998-08-27,0.0,27.73,1998
1998-08-28,0.0,27.77,1998
1998-08-29,0.13,27.12,1998
1998-08-30,0.22,27.6,1998
1998-08-31,0.0,27.94,1998
1998-09-01,0.0,28.09,1998
1998-09-02,0.0,27.81,1998
1998-09-03,0.0,28.1,1998
1998-09-04,0.0,28.51,1998
1998-09-05,0.0,28.49,1998
1998-09-06,0.0,28.37,1998
1998-09-07,0.0,28.34,1998
1998-09-08,0.0,28.47,1998
1998-09-09,0.0,28.7,1998
1998-09-10,0.0,28.89,1998
1998-09-11,0.0,28.36,1998
1998-09-12,0.0,28.09,1998
1998-09-13,0.0,28.57,1998
1998-09-14,0.0,28.94,1998
1998-09-15,0.01,28.88,1998
1998-09-16,0.06,29.07,1998
1998-09-17,0.0,29.28,1998
1998-09-18,0.0,28.78,1998
1998-09-19,0.01,29.01,1998
1998-09-20,0.0,29.6,1998
1998-09-21,0.0,29.27,1998
1998-09-22,0.0,28.86,1998
1998-09-23,0.0,28.97,1998
1998-09-24,0.0,29.3,1998
1998-09-25,0.04,29.0,1998
1998-09-26,0.04,29.51,1998
1998-09-27,0.0,29.21,1998
1998-09-28,0.0,28.89,1998
1998-09-29,0.0,29.45,1998
1998-09-30,0.0,29.31,1998
1998-10-01,0.0,29.45,1998
1998-10-02,0.0,29.7,1998
1998-10-03,0.0,29.72,1998
1998-10-04,0.01,29.24,1998
1998-10-05,0.0,29.01,1998
1998-10-06,0.0,29.01,1998
1998-10-07,0.02,29.27,1998
1998-10-08,0.03,29.57,1998
1998-10-09,0.01,29.66,1998
1998-10-10,0.0,29.55,1998
1998-10-11,0.0,29.28,1998
1998-10-12,0.0,28.59,1998
1998-10-13,0.0,28.96,1998
1998-10-14,0.0,29.06,1998
1998-10-15,0.0,29.67,1998
1998-10-16,0.0,29.74,1998
1998-10-17,0.0,29.29,1998
1998-10-18,0.0,29.48,1998
1998-10-19,0.01,29.71,1998
1998-10-20,0.0,29.87,1998
1998-10-21,0.05,29.4,1998
1998-10-22,0.01,29.25,1998
1998-10-23,0.0,29.6,1998
1998-10-24,0.01,29.52,1998
1998-10-25,0.04,29.8,1998
1998-10-26,0.0,29.37,1998
1998-10-27,0.0,29.4,1998
1998-10-28,0.04,29.24,1998
1998-10-29,0.01,29.65,1998
1998-10-30,0.0,29.76,1998
1998-10-31,0.0,29.26,1998
1998-11-01,0.0,29.57,1998
1998-11-02,0.0,29.6,1998
1998-11-03,0.0,29.79,1998
1998-11-04,0.0,29.67,1998
1998-11-05,0.0,29.53,1998
1998-11-06,0.0,29.71,1998
1998-11-07,0.0,29.63,1998
1998-11-08,0.0,29.74,1998
1998-11-09,0.0,29.97,1998
1998-11-10,0.0,29.96,1998
1998-11-11,0.0,29.78,1998
1998-11-12,0.0,29.68,1998
1998-11-13,0.0,29.56,1998
1998-11-14,0.0,30.01,1998
1998-11-15,0.0,30.03,1998
1998-11-16,0.0,29.66,1998
1998-11-17,0.0,29.77,1998
1998-11-18,0.0,29.42,1998
1998-11-19,0.0,28.88,1998
1998-11-20,0.05,29.11,1998
1998-11-21,0.0,30.11,1998
1998-11-22,0.0,30.07,1998
1998-11-23,0.0,29.9,1998
1998-11-24,0.01,29.03,1998
1998-11-25,0.45,29.34,1998
1998-11-26,1.12,30.26,1998
1998-11-27,0.37,30.09,1998
1998-11-28,0.07,29.47,1998
1998-11-29,0.04,29.58,1998
1998-11-30,0.03,29.6,1998
1998-12-01,0.23,29.01,1998
1998-12-02,0.0,29.31,1998
1998-12-03,0.01,29.49,1998
1998-12-04,0.0,29.76,1998
1998-12-05,0.0,30.36,1998
1998-12-06,0.0,30.07,1998
1998-12-07,0.0,29.91,1998
1998-12-08,0.0,29.79,1998
1998-12-09,0.0,29.99,1998
1998-12-10,0.0,29.7,1998
1998-12-11,0.0,29.55,1998
1998-12-12,0.0,29.68,1998
1998-12-13,0.01,30.09,1998
1998-12-14,0.44,29.8,1998
1998-12-15,0.2,29.62,1998
1998-12-16,0.0,29.66,1998
1998-12-17,0.0,29.87,1998
1998-12-18,0.0,29.2,1998
1998-12-19,0.0,29.16,1998
1998-12-20,0.08,29.83,1998
1998-12-21,0.21,29.62,1998
1998-12-22,0.07,28.99,1998
1998-12-23,0.01,29.19,1998
1998-12-24,0.0,29.9,1998
1998-12-25,0.0,29.87,1998
1998-12-26,0.0,30.05,1998
1998-12-27,0.0,30.33,1998
1998-12-28,0.01,30.16,1998
1998-12-29,0.04,29.99,1998
1998-12-30,0.01,30.03,1998
1998-12-31,0.01,29.55,1998
2001-01-01,0.04,29.67,2001
2001-01-02,0.0,29.58,2001
2001-01-03,0.06,28.44,2001
2001-01-04,0.0,28.34,2001
2001-01-05,0.0,29.64,2001
2001-01-06,0.09,29.87,2001
2001-01-07,0.04,30.18,2001
2001-01-08,0.04,30.01,2001
2001-01-09,0.03,29.15,2001
2001-01-10,0.11,29.41,2001
2001-01-11,2.17,28.75,2001
2001-01-12,4.82,26.83,2001
2001-01-13,7.97,26.71,2001
2001-01-14,0.08,27.42,2001
2001-01-15,0.09,28.06,2001
2001-01-16,0.13,28.37,2001
2001-01-17,0.06,28.52,2001
2001-01-18,0.0,28.54,2001
2001-01-19,0.12,29.11,2001
2001-01-20,0.01,29.49,2001
2001-01-21,0.03,29.27,2001
2001-01-22,0.01,29.48,2001
2001-01-23,0.0,29.88,2001
2001-01-24,0.03,29.73,2001
2001-01-25,0.03,29.73,2001
2001-01-26,0.02,29.9,2001
2001-01-27,0.0,29.75,2001
2001-01-28,0.09,29.82,2001
2001-01-29,0.03,29.62,2001
2001-01-30,0.21,29.38,2001
2001-01-31,0.1,28.94,2001
2001-02-01,0.42,29.08,2001
2001-02-02,1.32,29.25,2001
2001-02-03,3.08,29.11,2001
2001-02-04,0.13,29.28,2001
2001-02-05,0.01,29.7,2001
2001-02-06,0.72,29.76,2001
2001-02-07,1.82,29.8,2001
2001-02-08,13.22,28.71,2001
2001-02-09,0.83,28.45,2001
2001-02-10,0.36,29.02,2001
2001-02-11,1.64,28.89,2001
2001-02-12,2.91,27.65,2001
2001-02-13,4.54,27.82,2001
2001-02-14,0.19,28.94,2001
2001-02-15,0.0,28.6,2001
2001-02-16,0.0,29.24,2001
2001-02-17,0.0,30.15,2001
2001-02-18,0.11,30.26,2001
2001-02-19,0.1,29.82,2001
2001-02-20,0.06,30.17,2001
2001-02-21,0.02,30.6,2001
2001-02-22,0.01,29.51,2001
2001-02-23,2.29,28.99,2001
2001-02-24,0.53,29.9,2001
2001-02-25,0.26,29.72,2001
2001-02-26,3.54,28.54,2001
2001-02-27,0.18,29.07,2001
2001-02-28,1.45,28.54,2001
2001-03-01,2.82,28.35,2001
2001-03-02,1.7,29.22,2001
2001-03-03,0.09,29.88,2001
2001-03-04,0.16,30.13,2001
2001-03-05,0.19,30.13,2001
2001-03-06,0.4,30.09,2001
2001-03-07,0.25,30.2,2001
2001-03-08,5.76,28.82,2001
2001-03-09,10.36,26.98,2001
2001-03-10,3.36,27.29,2001
2001-03-11,2.19,27.87,2001
2001-03-12,3.09,28.09,2001
2001-03-13,5.13,27.48,2001
2001-03-14,9.86,26.28,2001
2001-03-15,3.33,27.17,2001
2001-03-16,0.25,27.69,2001
2001-03-17,1.39,28.38,2001
2001-03-18,3.2,28.34,2001
2001-03-19,4.5,28.41,2001
2001-03-20,0.1,29.28,2001
2001-03-21,3.89,28.47,2001
2001-03-22,1.65,28.15,2001
2001-03-23,0.36,28.24,2001
2001-03-24,1.83,28.41,2001
2001-03-25,2.76,28.93,2001
2001-03-26,0.87,29.39,2001
2001-03-27,1.34,29.37,2001
2001-03-28,5.71,27.87,2001
2001-03-29,2.57,28.1,2001
2001-03-30,0.24,29.2,2001
2001-03-31,4.11,27.99,2001
2001-04-01,5.98,25.61,2001
2001-04-02,6.9,27.05,2001
2001-04-03,6.5,26.77,2001
2001-04-04,0.83,28.01,2001
2001-04-05,0.02,28.37,2001
2001-04-06,0.07,28.91,2001
2001-04-07,1.98,28.3,2001
2001-04-08,2.86,28.14,2001
2001-04-09,1.19,27.79,2001
2001-04-10,1.68,28.38,2001
2001-04-11,3.08,25.36,2001
2001-04-12,4.49,25.96,2001
2001-04-13,8.74,25.6,2001
2001-04-14,10.94,26.13,2001
2001-04-15,13.68,25.17,2001
2001-04-16,11.47,24.85,2001
2001-04-17,5.1,26.29,2001
2001-04-18,1.51,26.7,2001
2001-04-19,3.24,27.12,2001
2001-04-20,1.83,27.24,2001
2001-04-21,3.92,26.98,2001
2001-04-22,0.15,27.14,2001
2001-04-23,0.13,27.53,2001
2001-04-24,0.44,28.03,2001
2001-04-25,0.13,27.77,2001
2001-04-26,0.19,28.48,2001
2001-04-27,1.95,28.62,2001
2001-04-28,14.54,26.44,2001
2001-04-29,1.15,25.99,2001
2001-04-30,0.03,27.92,2001
2001-05-01,0.02,27.79,2001
2001-05-02,0.0,27.78,2001
2001-05-03,0.45,28.27,2001
2001-05-04,0.4,27.63,2001
2001-05-05,0.01,28.39,2001
2001-05-06,0.21,28.38,2001
2001-05-07,0.0,29.12,2001
2001-05-08,1.86,28.79,2001
2001-05-09,0.6,29.17,2001
2001-05-10,0.47,29.0,2001
2001-05-11,0.01,29.04,2001
2001-05-12,0.0,29.68,2001
2001-05-13,0.0,29.21,2001
2001-05-14,0.0,28.94,2001
2001-05-15,0.0,28.88,2001
2001-05-16,0.0,28.93,2001
2001-05-17,0.0,29.34,2001
2001-05-18,0.0,29.8,2001
2001-05-19,0.37,29.24,2001
2001-05-20,3.08,28.96,2001
2001-05-21,0.0,29.2,2001
2001-05-22,0.01,29.27,2001
2001-05-23,0.03,29.12,2001
2001-05-24,0.47,28.81,2001
2001-05-25,1.1,28.18,2001
2001-05-26,0.05,28.85,2001
2001-05-27,0.02,28.99,2001
2001-05-28,0.02,29.73,2001
2001-05-29,0.45,29.73,2001
2001-05-30,0.01,29.4,2001
2001-05-31,0.78,29.14,2001
2001-06-01,2.13,28.03,2001
2001-06-02,0.37,27.89,2001
2001-06-03,0.85,28.55,2001
2001-06-04,1.27,28.14,2001
2001-06-05,4.95,26.21,2001
2001-06-06,0.54,27.17,2001
2001-06-07,0.9,27.56,2001
2001-06-08,0.15,27.49,2001
2001-06-09,0.29,27.52,2001
2001-06-10,1.46,27.1,2001
2001-06-11,0.38,26.74,2001
2001-06-12,0.07,26.98,2001
2001-06-13,2.28,27.03,2001
2001-06-14,4.02,26.81,2001
2001-06-15,0.04,27.25,2001
2001-06-16,0.2,27.12,2001
2001-06-17,1.25,27.14,2001
2001-06-18,0.71,27.48,2001
2001-06-19,1.95,27.27,2001
2001-06-20,7.02,25.85,2001
2001-06-21,1.17,27.22,2001
2001-06-22,6.87,26.81,2001
2001-06-23,0.03,26.55,2001
2001-06-24,0.04,26.44,2001
2001-06-25,1.26,27.22,2001
2001-06-26,5.81,25.96,2001
2001-06-27,11.38,25.87,2001
2001-06-28,0.58,26.02,2001
2001-06-29,0.01,26.21,2001
2001-06-30,0.12,26.5,2001
2001-07-01,1.17,26.41,2001
2001-07-02,1.06,26.46,2001
2001-07-03,0.56,26.42,2001
2001-07-04,0.1,26.22,2001
2001-07-05,0.1,26.2,2001
2001-07-06,2.21,26.08,2001
2001-07-07,0.12,25.67,2001
2001-07-08,0.02,26.48,2001
2001-07-09,0.08,26.53,2001
2001-07-10,0.0,26.38,2001
2001-07-11,0.29,26.68,2001
2001-07-12,0.77,27.08,2001
2001-07-13,5.76,27.03,2001
2001-07-14,0.02,26.69,2001
2001-07-15,0.04,26.1,2001
2001-07-16,0.03,26.42,2001
2001-07-17,0.02,26.62,2001
2001-07-18,0.0,27.06,2001
2001-07-19,3.65,26.3,2001
2001-07-20,2.08,26.12,2001
2001-07-21,1.7,26.47,2001
2001-07-22,0.01,26.19,2001
2001-07-23,0.05,27.06,2001
2001-07-24,0.0,26.76,2001
2001-07-25,0.0,26.93,2001
2001-07-26,0.01,27.04,2001
2001-07-27,0.02,26.51,2001
2001-07-28,0.07,26.5,2001
2001-07-29,0.04,27.01,2001
2001-07-30,0.02,27.69,2001
2001-07-31,0.03,27.39,2001
2001-08-01,0.0,26.59,2001
2001-08-02,0.04,26.39,2001
2001-08-03,1.4,26.34,2001
2001-08-04,0.02,26.09,2001
2001-08-05,0.0,26.6,2001
2001-08-06,0.0,27.01,2001
2001-08-07,0.09,26.66,2001
2001-08-08,1.15,26.13,2001
2001-08-09,2.63,25.22,2001
2001-08-10,0.06,26.59,2001
2001-08-11,0.0,26.83,2001
2001-08-12,0.0,26.89,2001
2001-08-13,0.01,26.87,2001
2001-08-14,0.0,26.9,2001
2001-08-15,0.05,26.8,2001
2001-08-16,0.02,26.78,2001
2001-08-17,0.0,27.23,2001
2001-08-18,0.0,27.13,2001
2001-08-19,0.02,27.4,2001
2001-08-20,0.02,27.46,2001
2001-08-21,0.01,27.72,2001
2001-08-22,0.58,27.2,2001
2001-08-23,0.11,27.37,2001
2001-08-24,0.01,27.39,2001
2001-08-25,0.04,27.62,2001
2001-08-26,0.02,27.51,2001
2001-08-27,0.02,27.89,2001
2001-08-28,0.09,28.13,2001
2001-08-29,0.0,28.36,2001
2001-08-30,0.01,27.55,2001
2001-08-31,0.01,27.53,2001
2001-09-01,0.01,27.79,2001
2001-09-02,0.05,27.89,2001
2001-09-03,0.04,28.17,2001
2001-09-04,0.01,28.54,2001
2001-09-05,0.0,28.54,2001
2001-09-06,0.0,28.54,2001
2001-09-07,0.0,28.89,2001
2001-09-08,0.0,28.71,2001
2001-09-09,0.0,29.02,2001
2001-09-10,0.0,29.08,2001
2001-09-11,0.0,28.99,2001
2001-09-12,0.0,28.55,2001
2001-09-13,0.0,28.64,2001
2001-09-14,0.0,28.76,2001
2001-09-15,0.0,28.97,2001
2001-09-16,0.0,29.32,2001
2001-09-17,0.01,29.41,2001
2001-09-18,0.11,29.44,2001
2001-09-19,0.0,29.14,2001
2001-09-20,0.0,28.94,2001
2001-09-21,0.0,28.57,2001
2001-09-22,0.04,28.39,2001
2001-09-23,0.0,28.6,2001
2001-09-24,0.01,28.64,2001
2001-09-25,0.16,28.28,2001
2001-09-26,0.01,28.23,2001
2001-09-27,0.04,28.08,2001
2001-09-28,0.0,28.37,2001
2001-09-29,0.0,28.67,2001
2001-09-30,0.0,28.84,2001
2001-10-01,0.0,28.54,2001
2001-10-02,0.0,28.46,2001
2001-10-03,0.0,28.85,2001
2001-10-04,0.0,29.28,2001
2001-10-05,0.0,29.25,2001
2001-10-06,0.0,29.33,2001
2001-10-07,0.0,29.72,2001
2001-10-08,0.0,29.73,2001
2001-10-09,0.01,29.73,2001
2001-10-10,0.0,29.6,2001
2001-10-11,0.0,29.49,2001
2001-10-12,0.04,29.34,2001
2001-10-13,0.13,29.16,2001
2001-10-14,0.01,29.3,2001
2001-10-15,0.02,29.54,2001
2001-10-16,0.0,29.4,2001
2001-10-17,0.0,29.32,2001
2001-10-18,0.02,29.24,2001
2001-10-19,0.0,29.1,2001
2001-10-20,0.0,29.3,2001
2001-10-21,0.0,29.27,2001
2001-10-22,0.0,29.74,2001
2001-10-23,0.01,29.8,2001
2001-10-24,0.0,29.91,2001
2001-10-25,0.0,29.23,2001
2001-10-26,0.01,29.81,2001
2001-10-27,0.3,29.38,2001
2001-10-28,0.72,29.5,2001
2001-10-29,0.17,29.6,2001
2001-10-30,0.03,30.0,2001
2001-10-31,0.0,28.28,2001
2001-11-01,0.0,30.1,2001
2001-11-02,0.0,30.23,2001
2001-11-03,0.0,29.78,2001
2001-11-04,0.04,29.74,2001
2001-11-05,0.09,30.14,2001
2001-11-06,0.01,30.0,2001
2001-11-07,0.02,29.89,2001
2001-11-08,0.03,29.56,2001
2001-11-09,0.01,29.86,2001
2001-11-10,0.0,29.64,2001
2001-11-11,0.0,30.47,2001
2001-11-12,0.0,30.21,2001
2001-11-13,0.07,29.66,2001
2001-11-14,0.0,29.6,2001
2001-11-15,0.05,29.76,2001
2001-11-16,0.16,30.01,2001
2001-11-17,0.01,30.0,2001
2001-11-18,0.0,30.16,2001
2001-11-19,0.0,29.88,2001
2001-11-20,0.07,29.77,2001
2001-11-21,0.16,29.3,2001
2001-11-22,0.0,30.15,2001
2001-11-23,0.01,30.02,2001
2001-11-24,0.0,29.95,2001
2001-11-25,0.6,29.82,2001
2001-11-26,1.41,29.39,2001
2001-11-27,1.31,29.63,2001
2001-11-28,0.06,29.67,2001
2001-11-29,0.02,29.46,2001
2001-11-30,0.41,29.59,2001
2001-12-01,0.15,29.9,2001
2001-12-02,0.26,29.84,2001
2001-12-03,0.24,29.72,2001
2001-12-04,0.23,29.57,2001
2001-12-05,0.19,29.64,2001
2001-12-06,0.53,29.6,2001
2001-12-07,0.9,29.64,2001
2001-12-08,1.23,29.18,2001
2001-12-09,0.48,29.41,2001
2001-12-10,0.27,29.51,2001
2001-12-11,1.27,29.16,2001
2001-12-12,0.39,29.11,2001
2001-12-13,0.12,29.31,2001
2001-12-14,1.57,29.24,2001
2001-12-15,0.64,28.92,2001
2001-12-16,2.05,29.0,2001
2001-12-17,0.34,29.08,2001
2001-12-18,0.02,29.09,2001
2001-12-19,0.01,29.69,2001
2001-12-20,0.23,29.83,2001
2001-12-21,0.02,30.06,2001
2001-12-22,0.0,29.98,2001
2001-12-23,0.0,29.96,2001
2001-12-24,0.02,30.52,2001
2001-12-25,0.0,30.55,2001
2001-12-26,0.03,30.8,2001
2001-12-27,0.07,30.72,2001
2001-12-28,0.08,30.63,2001
2001-12-29,1.16,29.83,2001
2001-12-30,0.38,30.13,2001
2001-12-31,2.8,29.48,2001
2002-01-01,7.44,28.77,2002
2002-01-02,4.35,27.44,2002
2002-01-03,1.63,28.14,2002
2002-01-04,2.87,29.16,2002
2002-01-05,4.94,28.65,2002
2002-01-06,20.84,26.16,2002
2002-01-07,12.03,25.85,2002
2002-01-08,8.2,27.72,2002
2002-01-09,11.24,27.07,2002
2002-01-10,4.4,26.62,2002
2002-01-11,1.09,27.9,2002
2002-01-12,31.86,26.9,2002
2002-01-13,6.48,27.18,2002
2002-01-14,8.08,26.9,2002
2002-01-15,1.2,26.94,2002
2002-01-16,3.96,27.0,2002
2002-01-17,19.96,26.46,2002
2002-01-18,2.87,26.93,2002
2002-01-19,3.29,26.91,2002
2002-01-20,2.04,27.01,2002
2002-01-21,6.57,26.56,2002
2002-01-22,4.71,25.65,2002
2002-01-23,3.92,27.2,2002
2002-01-24,3.28,27.48,2002
2002-01-25,4.66,27.54,2002
2002-01-26,8.38,27.26,2002
2002-01-27,4.87,26.97,2002
2002-01-28,5.83,26.99,2002
2002-01-29,7.5,26.09,2002
2002-01-30,1.49,26.65,2002
2002-01-31,0.5,27.24,2002
2002-02-01,0.1,26.81,2002
2002-02-02,0.09,26.87,2002
2002-02-03,15.72,26.21,2002
2002-02-04,6.73,26.26,2002
2002-02-05,1.06,26.95,2002
2002-02-06,1.55,27.06,2002
2002-02-07,0.03,27.71,2002
2002-02-08,0.05,27.92,2002
2002-02-09,20.47,26.84,2002
2002-02-10,8.52,26.69,2002
2002-02-11,13.26,26.41,2002
2002-02-12,19.53,26.23,2002
2002-02-13,5.92,26.1,2002
2002-02-14,1.05,25.51,2002
2002-02-15,0.8,26.52,2002
2002-02-16,1.56,27.1,2002
2002-02-17,0.92,27.32,2002
2002-02-18,4.89,28.0,2002
2002-02-19,0.29,27.82,2002
2002-02-20,0.18,27.76,2002
2002-02-21,0.01,27.94,2002
2002-02-22,0.0,28.06,2002
2002-02-23,0.0,28.57,2002
2002-02-24,0.0,29.39,2002
2002-02-25,2.61,28.65,2002
2002-02-26,0.05,28.73,2002
2002-02-27,0.0,29.13,2002
2002-02-28,0.0,28.97,2002
2002-03-01,0.03,29.22,2002
2002-03-02,0.89,29.73,2002
2002-03-03,6.06,28.68,2002
2002-03-04,29.1,26.16,2002
2002-03-05,17.98,25.08,2002
2002-03-06,3.81,25.96,2002
2002-03-07,6.19,25.85,2002
2002-03-08,6.44,26.44,2002
2002-03-09,2.31,26.62,2002
2002-03-10,0.65,26.83,2002
2002-03-11,0.45,27.22,2002
2002-03-12,3.65,27.19,2002
2002-03-13,0.6,26.99,2002
2002-03-14,0.02,27.17,2002
2002-03-15,5.95,27.11,2002
2002-03-16,11.75,26.25,2002
2002-03-17,12.74,26.76,2002
2002-03-18,8.47,27.1,2002
2002-03-19,6.4,27.09,2002
2002-03-20,2.47,27.22,2002
2002-03-21,0.79,27.17,2002
2002-03-22,5.41,26.17,2002
2002-03-23,11.42,26.14,2002
2002-03-24,2.5,26.75,2002
2002-03-25,1.02,27.4,2002
2002-03-26,2.47,26.88,2002
2002-03-27,1.91,27.34,2002
2002-03-28,5.08,26.8,2002
2002-03-29,1.46,27.08,2002
2002-03-30,5.78,27.22,2002
2002-03-31,5.83,25.78,2002
2002-04-01,7.22,26.68,2002
2002-04-02,2.91,26.84,2002
2002-04-03,8.22,26.91,2002
2002-04-04,5.61,26.4,2002
2002-04-05,18.52,25.78,2002
2002-04-06,11.42,26.32,2002
2002-04-07,9.09,26.06,2002
2002-04-08,4.01,26.33,2002
2002-04-09,3.19,26.17,2002
2002-04-10,5.07,26.32,2002
2002-04-11,2.47,25.76,2002
2002-04-12,8.07,24.97,2002
2002-04-13,0.72,25.35,2002
2002-04-14,1.46,25.8,2002
2002-04-15,0.03,26.33,2002
2002-04-16,2.69,26.63,2002
2002-04-17,8.89,26.8,2002
2002-04-18,3.02,26.57,2002
2002-04-19,2.29,26.79,2002
2002-04-20,0.46,26.07,2002
2002-04-21,0.24,26.87,2002
2002-04-22,1.22,27.12,2002
2002-04-23,0.33,27.14,2002
2002-04-24,1.6,27.06,2002
2002-04-25,7.04,26.94,2002
2002-04-26,2.73,26.18,2002
2002-04-27,0.25,27.37,2002
2002-04-28,4.11,27.21,2002
2002-04-29,0.09,27.43,2002
2002-04-30,2.77,27.48,2002
2002-05-01,12.11,27.06,2002
2002-05-02,0.85,27.13,2002
2002-05-03,0.11,27.43,2002
2002-05-04,0.04,27.3,2002
2002-05-05,0.85,27.38,2002
2002-05-06,9.97,26.63,2002
2002-05-07,1.95,26.91,2002
2002-05-08,0.33,27.15,2002
2002-05-09,2.15,27.25,2002
2002-05-10,3.23,27.95,2002
2002-05-11,1.71,27.84,2002
2002-05-12,0.17,27.71,2002
2002-05-13,0.52,26.43,2002
2002-05-14,2.3,26.23,2002
2002-05-15,0.73,27.9,2002
2002-05-16,18.54,27.29,2002
2002-05-17,5.19,26.21,2002
2002-05-18,0.05,26.76,2002
2002-05-19,0.3,27.45,2002
2002-05-20,1.22,27.53,2002
2002-05-21,1.76,27.57,2002
2002-05-22,3.04,27.34,2002
2002-05-23,6.83,27.48,2002
2002-05-24,1.81,27.31,2002
2002-05-25,3.23,27.61,2002
2002-05-26,16.67,26.76,2002
2002-05-27,0.25,26.53,2002
2002-05-28,0.35,27.08,2002
2002-05-29,0.06,27.13,2002
2002-05-30,1.64,27.55,2002
2002-05-31,13.41,26.83,2002
2002-06-01,10.26,25.19,2002
2002-06-02,0.11,25.91,2002
2002-06-03,0.15,25.95,2002
2002-06-04,0.38,26.55,2002
2002-06-05,1.67,26.52,2002
2002-06-06,1.79,26.39,2002
2002-06-07,1.5,26.46,2002
2002-06-08,1.0,26.42,2002
2002-06-09,2.3,26.24,2002
2002-06-10,2.04,26.28,2002
2002-06-11,0.05,26.75,2002
2002-06-12,13.12,26.72,2002
2002-06-13,8.85,25.61,2002
2002-06-14,0.81,25.33,2002
2002-06-15,16.48,25.68,2002
2002-06-16,1.31,25.48,2002
2002-06-17,3.75,24.24,2002
2002-06-18,9.94,24.37,2002
2002-06-19,0.5,24.77,2002
2002-06-20,0.62,25.4,2002
2002-06-21,0.58,25.53,2002
2002-06-22,0.06,25.09,2002
2002-06-23,0.04,24.98,2002
2002-06-24,0.04,25.86,2002
2002-06-25,0.09,25.99,2002
2002-06-26,0.14,26.0,2002
2002-06-27,0.03,25.83,2002
2002-06-28,0.03,26.43,2002
2002-06-29,0.04,26.79,2002
2002-06-30,2.76,26.56,2002
